lat,lon,time,stop,next_stop,elapsed,time_Seconds,round_trip
18.404698,-66.050468,9:35:00,24,23,27.0,34500.0,1308
18.40644,-66.05014,9:36:02,23,20,62.0,34562.0,1340
18.407062,-66.049323,9:36:28,20,19,26.0,34588.0,1339
18.406503,-66.04852,9:36:38,19,9,10.0,34598.0,1332
18.406018,-66.047806,9:37:03,9,10,25.0,34623.0,1324
18.406766,-66.046771,9:37:52,10,11,49.0,34672.0,1317
18.406078,-66.04477,9:41:25,11,2.1,213.0,34885.0,1435
18.406243,-66.043161,9:44:34,2.1,1,189.0,35074.0,1457
18.40717,-66.041989,9:46:20,1,2.2,106.0,35180.0,1229
18.406243,-66.043161,9:48:49,2.2,3,149.0,35329.0,1236
18.404856,-66.044836,9:50:11,3,4,82.0,35411.0,1157
18.403636,-66.045492,9:50:45,4,5,34.0,35445.0,1128
18.403751,-66.046593,8:15:32,5,6,43.0,29732.0,
18.403879,-66.048199,8:16:16,6,13,44.0,29776.0,
18.403955,-66.049898,8:17:19,13,24,63.0,29839.0,
18.404698,-66.050468,8:17:54,24,23,35.0,29874.0,
18.40644,-66.05014,8:18:57,23,20,63.0,29937.0,
18.407062,-66.049323,8:19:06,20,19,9.0,29946.0,
18.406503,-66.04852,8:19:41,19,9,35.0,29981.0,
18.406018,-66.047806,8:20:08,9,10,27.0,30008.0,
18.406766,-66.046771,8:20:52,10,11,44.0,30052.0,
18.406078,-66.04477,8:21:43,11,2.1,51.0,30103.0,
18.406243,-66.043161,8:24:35,2.1,1,172.0,30275.0,
18.40717,-66.041989,8:26:00,1,2.2,85.0,30360.0,
18.406243,-66.043161,8:28:52,2.2,3,172.0,30532.0,
18.404856,-66.044836,8:30:18,3,4,86.0,30618.0,
18.403636,-66.045492,8:31:04,4,5,46.0,30664.0,
18.403751,-66.046593,8:31:45,5,6,41.0,30705.0,973
18.403879,-66.048199,8:32:46,6,13,61.0,30766.0,990
18.403955,-66.049898,8:33:35,13,24,49.0,30815.0,976
18.404698,-66.050468,8:34:05,24,23,30.0,30845.0,971
18.40644,-66.05014,8:34:16,23,20,11.0,30856.0,919
18.407062,-66.049323,8:34:17,20,19,1.0,30857.0,911
18.406503,-66.04852,8:34:52,19,9,35.0,30892.0,911
18.406018,-66.047806,8:35:35,9,10,43.0,30935.0,927
18.406766,-66.046771,8:36:05,10,11,30.0,30965.0,913
18.406078,-66.04477,8:36:55,11,2.1,50.0,31015.0,912
18.406243,-66.043161,8:40:44,2.1,1,229.0,31244.0,969
18.40717,-66.041989,8:45:15,1,2.2,271.0,31515.0,1155
18.406243,-66.043161,8:47:43,2.2,3,148.0,31663.0,1131
18.404856,-66.044836,8:49:16,3,4,93.0,31756.0,1138
18.403636,-66.045492,8:49:57,4,5,41.0,31797.0,1133
18.403751,-66.046593,8:50:23,5,6,26.0,31823.0,1118
18.403879,-66.048199,8:51:28,6,13,65.0,31888.0,1122
18.403955,-66.049898,8:51:55,13,24,27.0,31915.0,1100
18.404698,-66.050468,8:52:22,24,23,27.0,31942.0,1097
18.40644,-66.05014,8:52:33,23,20,11.0,31953.0,1097
18.407062,-66.049323,8:53:02,20,19,29.0,31982.0,1125
18.406503,-66.04852,8:53:17,19,9,15.0,31997.0,1105
18.406018,-66.047806,8:54:05,9,10,48.0,32045.0,1110
18.406766,-66.046771,8:54:51,10,11,46.0,32091.0,1126
18.406078,-66.04477,8:57:44,11,2.1,173.0,32264.0,1249
18.406243,-66.043161,8:58:58,2.1,1,74.0,32338.0,1094
18.40717,-66.041989,9:03:58,1,2.2,300.0,32638.0,1123
18.406243,-66.043161,9:05:52,2.2,3,114.0,32752.0,1089
18.404856,-66.044836,9:07:05,3,4,73.0,32825.0,1069
18.403636,-66.045492,9:07:57,4,5,52.0,32877.0,1080
18.403751,-66.046593,9:08:37,5,6,40.0,32917.0,1094
18.403879,-66.048199,9:09:37,6,13,60.0,32977.0,1089
18.403955,-66.049898,9:10:29,13,24,52.0,33029.0,1114
18.404698,-66.050468,9:10:58,24,23,29.0,33058.0,1116
18.40644,-66.05014,9:11:36,23,20,38.0,33096.0,1143
18.407062,-66.049323,9:11:54,20,19,18.0,33114.0,1132
18.406503,-66.04852,9:12:24,19,9,30.0,33144.0,1147
18.406018,-66.047806,9:13:15,9,10,51.0,33195.0,1150
18.406766,-66.046771,9:14:04,10,11,49.0,33244.0,1153
18.406078,-66.04477,9:15:52,11,2.1,108.0,33352.0,1088
18.406243,-66.043161,9:16:11,2.1,1,19.0,33371.0,1033
